user_id,age,account_age_days,kyc_status,risk_profile
1143,18,2416,verified,low
1144,57,263,pending,medium
1145,39,196,pending,low
1146,46,1595,verified,low
1147,25,588,verified,medium
1148,28,438,verified,low
1149,58,103,verified,medium
1150,54,151,verified,low
1151,31,995,verified,high
1152,47,1488,verified,low
1153,52,2276,verified,low
1154,38,1731,verified,medium
1155,54,702,verified,medium
1156,22,1988,verified,medium
1157,36,1554,verified,medium
1158,31,1008,pending,low
1159,43,1236,pending,high
1160,21,1267,verified,low
1161,42,1078,verified,medium
1162,62,727,verified,medium
1163,59,918,verified,low
1164,42,397,verified,low
1165,35,592,verified,low
1166,57,1901,verified,low
